销售日期,102900005115168,102900005115199,102900005115250,102900005115625,102900005115748,102900005115762,102900005115779,102900005115786,102900005115793,102900005115816,102900005115823,102900005115854,102900005115861,102900005115878,102900005115885,102900005115908,102900005115946,102900005115960,102900005115977,102900005115984,102900005116219,102900005116226,102900005116233,102900005116257,102900005116509,102900005116530,102900005116547,102900005116639,102900005116714,102900005116790,102900005116806,102900005116837,102900005116899,102900005116905,102900005116912,102900005116943,102900005117056,102900005117209,102900005117353,102900005118572,102900005118817,102900005118824,102900005118831,102900005119098,102900005119104,102900005119944,102900005119968,102900005119975,102900005122654,102900005123880,102900005125808,102900005125815,102900005128748,102900011000175,102900011000328,102900011000335,102900011000571,102900011000632,102900011000861,102900011001219,102900011001561,102900011001691,102900011001806,102900011001813,102900011002414,102900011006689,102900011006948,102900011006955,102900011007044,102900011007464,102900011007471,102900011007495,102900011007969,102900011008133,102900011008164,102900011008485,102900011008492,102900011008515,102900011008522,102900011008577,102900011008676,102900011009246,102900011009277,102900011009444,102900011009772,102900011009970,102900011010563,102900011010891,102900011011058,102900011011546,102900011011669,102900011012482,102900011012871,102900011012994,102900011013274,102900011015384,102900011015391,102900011016701,102900011016909,102900011018095,102900011018132,102900011021644,102900011021675,102900011021699,102900011021842,102900011022030,102900011022764,102900011022849,102900011022924,102900011023075,102900011023464,102900011023976,102900011024010,102900011026502,102900011026618,102900011026793,102900011027462,102900011027479,102900011027615,102900011028407,102900011029176,102900011029275,102900011029299,102900011029305,102900011029688,102900011030042,102900011030059,102900011030097,102900011030103,102900011030110,102900011030134,102900011030141,102900011030158,102900011030400,102900011030417,102900011030561,102900011030608,102900011030615,102900011030622,102900011030639,102900011030905,102900011030912,102900011030929,102900011031100,102900011031216,102900011031582,102900011031599,102900011031735,102900011031742,102900011031759,102900011031841,102900011031858,102900011031926,102900011031995,102900011032022,102900011032114,102900011032176,102900011032206,102900011032213,102900011032220,102900011032237,102900011032244,102900011032251,102900011032282,102900011032343,102900011032350,102900011032367,102900011032480,102900011032589,102900011032619,102900011032626,102900011032633,102900011032640,102900011032732,102900011032787,102900011032848,102900011033081,102900011033173,102900011033234,102900011033241,102900011033531,102900011033562,102900011033586,102900011033906,102900011033913,102900011033920,102900011033937,102900011033944,102900011033968,102900011033975,102900011033982,102900011033999,102900011034026,102900011034200,102900011034217,102900011034224,102900011034231,102900011034262,102900011034316,102900011034323,102900011034330,102900011034354,102900011034439,102900011034538,102900011034569,102900011034705,102900011035078,102900011035481,102900011035511,102900011035740,102900011035764,102900011035771,102900011035788,102900011035849,102900011035962,102900011036068,102900011036242,102900011036266,102900011036686,102900051000463,102900051000890,102900051000944,102900051004294,102900051006229,102900051009220,102900051009336,102900051010455,102900051010790,106930274220092,106930274620090,106931885000035,106931885000356,106949711300068,106949711300167,106949711300259,106956146480197,106956146480203,106957634300010,106957634300058,106958851400125,106971533450003,106971533455008,106971563780002,106972776821582,106973223300667,106973990980123
2020-07-01,0.0,0.0,0.0,0.0,0.0,6.841,41.966,11.352,4.288,0.0,11.476,0.0,0.0,0.0,0.0,8.959,3.039,14.748,0.0,32.579,0.0,2.844,2.512,17.661,17.713,7.693,13.863,0.0,34.99,4.837,0.0,0.0,0.0,0.0,1.138,2.129,54.548,1.909,0.0,0.0,5.472,4.119,10.0,0.0,0.0,0.783,0.0,22.402,0.0,0.927,4.383,11.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.953,0.0,0.0,0.0,0.0,0.0,0.0,2.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.271,0.0,0.0,0.0,0.0,0.0,0.0,12.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7310000000000001,5.51,0.0,0.0,0.0,6.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02,0.0,0.0,0.0,0.0,0.0,8.112,44.873,11.556,4.55,0.0,6.806,0.0,0.0,0.0,0.0,14.275,3.124,11.228,0.0,27.056,0.0,1.6669999999999998,3.297,14.432,17.767,17.345,17.208000000000002,0.0,30.109,10.625,0.0,0.0,0.0,0.0,1.539,1.679,39.81,1.825,0.0,0.0,0.0,4.342,13.0,0.0,0.0,2.254,0.0,22.549,0.0,1.679,4.148,10.164,0.0,0.0,5.844,0.0,0.0,0.0,0.0,1.394,0.0,0.0,0.0,0.0,0.0,1.392,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.548,0.0,0.0,0.0,0.0,0.0,0.0,13.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,4.721,0.0,0.0,0.0,4.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03,0.0,0.0,0.0,0.0,0.0,7.694,36.309,11.125,3.099,0.0,13.12,0.0,0.0,0.0,0.0,8.173,2.306,10.446,0.0,36.709,0.0,2.331,4.738,17.553,18.343,15.29,14.633,0.0,26.46,6.943,0.0,0.0,0.0,0.0,1.259,1.904,32.351,1.581,0.0,0.0,0.0,9.572,13.0,0.0,0.0,1.816,0.0,13.734,0.0,1.369,3.935,9.444,0.0,0.0,9.099,0.0,0.0,0.0,0.0,2.239,0.0,0.0,0.0,0.0,0.0,3.478,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.562,0.0,0.0,0.0,0.0,0.0,0.0,15.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.706,0.0,0.0,0.0,9.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04,0.0,0.0,0.0,0.0,0.0,0.0,51.205,20.571,7.091,0.0,28.186,0.0,0.0,0.0,0.0,13.034,4.099,9.638,0.0,43.330000000000005,0.0,3.948,4.948,33.045,24.022,14.532,16.702,0.0,42.815,5.251,0.0,0.0,0.0,0.0,1.596,1.703,45.815,0.6930000000000001,0.0,0.0,0.0,3.107,15.0,0.0,0.0,1.378,0.0,0.0,0.0,0.618,3.4210000000000003,13.054,0.0,0.0,10.682,0.0,0.0,0.0,0.0,0.945,0.0,0.0,0.0,0.0,0.0,4.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.843,0.0,0.0,0.0,0.0,0.0,0.0,12.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.332,8.509,0.0,0.0,0.0,18.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-05,0.0,0.0,0.0,0.0,0.0,6.021,34.249,30.937,0.0,0.0,12.038,0.0,0.0,0.0,0.0,10.791,3.568,9.698,0.0,12.594,0.0,3.535,7.412,26.966,24.423,18.406,18.991,0.0,42.365,0.0,0.0,0.0,0.0,0.0,1.772,2.56,53.874,1.395,0.0,0.0,0.0,4.019,13.0,0.0,0.0,0.0,0.0,55.159,0.0,0.626,3.699,14.044,0.0,0.0,15.638,0.0,0.0,0.0,0.0,1.282,0.0,0.0,0.0,20.0,0.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.408,0.0,0.0,0.0,0.0,10.427,0.0,13.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.475,0.0,0.0,0.0,14.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,0.0,0.0,0.0,0.0,0.0,5.854,36.532,14.131,6.496,0.0,13.458,0.0,0.0,0.0,0.0,10.162,3.539,14.098,0.0,11.053,0.0,3.896,4.308,8.96,16.434,13.35,11.911,0.0,24.434,0.0,0.0,0.0,0.0,0.0,1.103,2.014,26.296,1.273,0.0,0.0,0.0,3.0890000000000004,10.0,0.0,0.0,1.202,0.0,15.903,0.0,1.127,3.064,9.012,0.0,0.0,10.36,0.0,0.0,0.0,0.0,1.234,0.0,0.0,0.0,4.0,0.0,0.0,5.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.201,0.0,0.0,0.0,0.0,5.333,0.0,18.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.0,0.0,0.0,8.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-07,0.0,0.0,0.0,0.0,0.0,8.062,30.058,11.756,6.929,0.0,9.861,0.0,0.0,0.0,0.0,11.478,5.059,14.828,0.0,28.214,0.0,3.784,4.158,14.6,17.512,14.533,16.797,0.0,23.05,0.0,0.0,0.424,0.0,0.0,1.137,2.353,8.51,1.323,0.0,0.0,0.0,3.117,13.0,0.0,0.0,2.216,0.0,14.121,0.0,1.787,2.738,13.453,0.0,0.0,11.96,0.0,0.0,0.0,0.0,1.374,0.0,0.0,0.0,4.0,0.0,1.266,3.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.107,0.0,0.0,0.0,0.0,0.0,0.0,22.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.226,0.0,0.0,0.0,8.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-08,0.0,0.0,0.0,0.0,0.0,9.079,21.339,7.927,5.33,4.875,12.569,0.0,0.0,0.0,0.0,8.835,4.429,6.8100000000000005,0.0,9.732,0.0,5.554,4.67,18.588,21.082,14.827,14.446,0.0,24.641,6.102,0.0,0.0,8.239,0.0,0.908,2.697,22.055,1.08,0.0,0.0,0.0,2.366,12.0,0.0,0.0,1.639,0.0,18.985,0.0,0.985,3.165,12.148,0.0,0.0,20.043,0.0,0.0,0.0,0.0,1.859,0.0,0.0,0.0,0.0,0.0,0.0,1.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.712,0.0,0.0,0.0,0.0,0.0,0.0,20.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.772,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-09,0.0,0.0,0.0,0.0,0.0,9.78,33.109,17.546,3.761,0.0,10.182,0.0,0.0,0.0,0.0,8.685,4.013,23.142,0.0,14.213,0.0,3.058,3.924,9.949,8.217,10.544,14.091,0.0,25.205,11.617,0.0,0.0,0.0,0.0,1.36,1.888,31.46,0.379,0.0,0.0,0.0,2.106,9.0,0.0,0.0,1.543,0.0,19.198,0.0,1.252,1.875,10.299,0.0,0.0,9.917,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,1.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.772,0.0,0.0,0.0,0.0,7.755,0.0,15.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.951,0.0,0.0,0.0,8.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
